1.000000000000000000e+01,1.465932669904731478e-01
1.100000000000000000e+01,1.701077529611063899e-01
1.200000000000000000e+01,1.528738325006350762e-01
1.300000000000000000e+01,1.512638521219611953e-01
1.400000000000000000e+01,1.419546016494729335e-01
1.500000000000000000e+01,1.288806843573683802e-01
1.600000000000000000e+01,1.782941308756309795e-01
1.700000000000000000e+01,1.339567418852618541e-01
1.800000000000000000e+01,1.079786980063697083e-01
1.900000000000000000e+01,1.487986079725683863e-01
2.000000000000000000e+01,1.581731564361119058e-01
2.100000000000000000e+01,1.470688699339106897e-01
2.200000000000000000e+01,1.423994416791975748e-01
2.300000000000000000e+01,1.332000560241989595e-01
2.400000000000000000e+01,1.178978010904763174e-01
2.500000000000000000e+01,1.377083985334140448e-01
2.600000000000000000e+01,1.425992156288649060e-01
2.700000000000000000e+01,9.317026444966725052e-02
2.800000000000000000e+01,1.472909539847499227e-01
2.900000000000000000e+01,1.239533875157910470e-01
3.000000000000000000e+01,8.738039017846142842e-02
3.100000000000000000e+01,1.141116994177944211e-01
3.200000000000000000e+01,1.204019625457478510e-01
3.300000000000000000e+01,1.098981282714152075e-01
3.400000000000000000e+01,1.019789397490583893e-01
3.500000000000000000e+01,9.285971387949493172e-02
3.600000000000000000e+01,1.145333679095561774e-01
3.700000000000000000e+01,9.365348006245205470e-02
3.800000000000000000e+01,1.024963252194388830e-01
3.900000000000000000e+01,9.223999235738902791e-02
4.000000000000000000e+01,1.160091611389614807e-01
4.100000000000000000e+01,1.270374721329554646e-01
4.200000000000000000e+01,1.083473396009630718e-01
4.300000000000000000e+01,1.048876995189651495e-01
4.400000000000000000e+01,1.034285631177173648e-01
4.500000000000000000e+01,1.018301220078811908e-01
4.600000000000000000e+01,1.032151952068239564e-01
4.700000000000000000e+01,1.139305076237133174e-01
4.800000000000000000e+01,9.050592419311273562e-02
4.900000000000000000e+01,9.417751615474098670e-02
5.000000000000000000e+01,8.801298693043582699e-02
5.100000000000000000e+01,9.728957720027925360e-02
5.200000000000000000e+01,1.063179506596628465e-01
5.300000000000000000e+01,1.052877217264690801e-01
5.400000000000000000e+01,8.312901198995618912e-02
5.500000000000000000e+01,8.265979117062337289e-02
5.600000000000000000e+01,8.331501135870947317e-02
5.700000000000000000e+01,9.300504269764642284e-02
5.800000000000000000e+01,9.794888619503969163e-02
5.900000000000000000e+01,8.458858772854946362e-02
6.000000000000000000e+01,1.090428429159707446e-01
6.100000000000000000e+01,9.342128562795661006e-02
6.200000000000000000e+01,8.910920684956893933e-02
6.300000000000000000e+01,7.201339228160649752e-02
6.400000000000000000e+01,8.917162522914975908e-02
6.500000000000000000e+01,9.198390139545392641e-02
6.600000000000000000e+01,7.964843547755309783e-02
6.700000000000000000e+01,9.054301115874521799e-02
6.800000000000000000e+01,9.177134457682287194e-02
6.900000000000000000e+01,8.641650467730793705e-02
7.000000000000000000e+01,9.083627263583246569e-02
7.100000000000000000e+01,9.222218522150008035e-02
7.200000000000000000e+01,1.010142899516274229e-01
7.300000000000000000e+01,8.452501458985345328e-02
7.400000000000000000e+01,8.891938283387174069e-02
7.500000000000000000e+01,7.127339139100520582e-02
7.600000000000000000e+01,8.200906492989436247e-02
7.700000000000000000e+01,9.464827678132201050e-02
7.800000000000000000e+01,8.324178153422857884e-02
7.900000000000000000e+01,8.582546456280989999e-02
8.000000000000000000e+01,8.883093333876990183e-02
8.100000000000000000e+01,8.566493161349134078e-02
8.200000000000000000e+01,6.823937215453761140e-02
