1.000000000000000000e+01,3.673450387273613504e-02
1.100000000000000000e+01,3.716609524652628865e-02
1.200000000000000000e+01,3.324181163461481514e-02
1.300000000000000000e+01,3.664305718551206376e-02
1.400000000000000000e+01,3.387834366023458749e-02
1.500000000000000000e+01,3.127400558516221091e-02
1.600000000000000000e+01,3.674353302263019122e-02
1.700000000000000000e+01,3.008514451234245782e-02
1.800000000000000000e+01,2.941836940233685110e-02
1.900000000000000000e+01,3.266500734691613755e-02
2.000000000000000000e+01,3.404329867585684927e-02
2.100000000000000000e+01,3.527818425987893497e-02
2.200000000000000000e+01,3.142853878176470050e-02
2.300000000000000000e+01,3.418571087420085863e-02
2.400000000000000000e+01,2.984782845188354780e-02
2.500000000000000000e+01,3.392470138536802376e-02
2.600000000000000000e+01,3.593152053881690927e-02
2.700000000000000000e+01,2.752873595859011910e-02
2.800000000000000000e+01,3.347601626243766615e-02
2.900000000000000000e+01,2.933136200739102153e-02
3.000000000000000000e+01,2.756667619232135852e-02
3.100000000000000000e+01,3.079041059216375623e-02
3.200000000000000000e+01,3.022284030432210306e-02
3.300000000000000000e+01,2.797248583732027741e-02
3.400000000000000000e+01,2.970767415766821518e-02
3.500000000000000000e+01,2.764150993700567951e-02
3.600000000000000000e+01,2.957011320483974789e-02
3.700000000000000000e+01,2.852694739078212929e-02
3.800000000000000000e+01,2.902439950507362115e-02
3.900000000000000000e+01,2.823400914794201022e-02
4.000000000000000000e+01,2.964582435720052381e-02
4.100000000000000000e+01,3.100224293494679983e-02
4.200000000000000000e+01,2.881732279735955277e-02
4.300000000000000000e+01,2.911457391561442579e-02
4.400000000000000000e+01,2.953145236185425807e-02
4.500000000000000000e+01,2.855028742439169598e-02
4.600000000000000000e+01,2.897304858412044770e-02
4.700000000000000000e+01,2.964907892458171559e-02
4.800000000000000000e+01,2.805678870996503038e-02
4.900000000000000000e+01,2.802192408375647065e-02
5.000000000000000000e+01,2.803698480765633508e-02
5.100000000000000000e+01,2.944620878670084485e-02
5.200000000000000000e+01,2.944162015870350688e-02
5.300000000000000000e+01,2.885408333363262759e-02
5.400000000000000000e+01,2.791033191830636501e-02
5.500000000000000000e+01,2.814441367267999164e-02
5.600000000000000000e+01,2.769875805501730362e-02
5.700000000000000000e+01,2.863001846133454362e-02
5.800000000000000000e+01,2.927235974027337165e-02
5.900000000000000000e+01,2.788796446056278355e-02
6.000000000000000000e+01,2.907976918154529453e-02
6.100000000000000000e+01,2.857705153774420595e-02
6.200000000000000000e+01,2.791748152087838997e-02
6.300000000000000000e+01,2.780860554569509341e-02
6.400000000000000000e+01,2.795044741946118086e-02
6.500000000000000000e+01,2.821535650388084376e-02
6.600000000000000000e+01,2.787432384773080515e-02
6.700000000000000000e+01,2.775145515861605558e-02
6.800000000000000000e+01,2.802994690379606579e-02
6.900000000000000000e+01,2.890318692601008543e-02
7.000000000000000000e+01,2.890421756953878707e-02
7.100000000000000000e+01,2.788871968613241409e-02
7.200000000000000000e+01,2.756462254566462849e-02
7.300000000000000000e+01,2.739662686111347945e-02
7.400000000000000000e+01,2.731936047350057989e-02
7.500000000000000000e+01,2.790081855065582039e-02
7.600000000000000000e+01,2.788465325164167508e-02
7.700000000000000000e+01,2.739659235863977152e-02
7.800000000000000000e+01,2.796806512976328374e-02
7.900000000000000000e+01,2.780129400527927078e-02
8.000000000000000000e+01,2.819519808303488223e-02
8.100000000000000000e+01,2.856323363487605835e-02
8.200000000000000000e+01,2.761025970562368606e-02
8.300000000000000000e+01,2.810207694586770374e-02
8.400000000000000000e+01,2.778531463149764777e-02
8.500000000000000000e+01,2.834902308743644447e-02
8.600000000000000000e+01,2.749148687215538164e-02
8.700000000000000000e+01,2.795722513437620335e-02
8.800000000000000000e+01,2.846869068785149587e-02
8.900000000000000000e+01,2.747061484473192067e-02
9.000000000000000000e+01,2.805593396325375619e-02
9.100000000000000000e+01,2.776496762500525392e-02
9.200000000000000000e+01,2.810095302756771343e-02
9.300000000000000000e+01,2.779903576875816448e-02
9.400000000000000000e+01,2.738575015413593008e-02
9.500000000000000000e+01,2.707712997558412577e-02
9.600000000000000000e+01,2.720536400532395233e-02
9.700000000000000000e+01,2.758237814354687345e-02
9.800000000000000000e+01,2.727224148692549907e-02
9.900000000000000000e+01,2.763769742607611463e-02
1.000000000000000000e+02,2.778300975229992115e-02
1.010000000000000000e+02,2.777310872197324282e-02
1.020000000000000000e+02,2.716776997511119104e-02
1.030000000000000000e+02,2.733380669911096572e-02
1.040000000000000000e+02,2.774216092920522500e-02
1.050000000000000000e+02,2.809283374839718558e-02
1.060000000000000000e+02,2.742662161464044790e-02
1.070000000000000000e+02,2.780949159305287285e-02
1.080000000000000000e+02,2.773125375877979332e-02
1.090000000000000000e+02,2.768510958883205197e-02
1.100000000000000000e+02,2.790367683753786424e-02
1.110000000000000000e+02,2.799803119737421034e-02
1.120000000000000000e+02,2.792249921287670925e-02
1.130000000000000000e+02,2.751263594900075701e-02
1.140000000000000000e+02,2.806645681848432203e-02
1.150000000000000000e+02,2.736878241366306336e-02
1.160000000000000000e+02,2.766124327545842893e-02
1.170000000000000000e+02,2.781532595002197614e-02
1.180000000000000000e+02,2.767064998985171650e-02
1.190000000000000000e+02,2.785967259809259133e-02
1.200000000000000000e+02,2.756445171651416073e-02
1.210000000000000000e+02,2.769242491084090638e-02
1.220000000000000000e+02,2.746510473972683594e-02
1.230000000000000000e+02,2.763521780304692421e-02
1.240000000000000000e+02,2.803033961014128952e-02
1.250000000000000000e+02,2.784721850012866762e-02
1.260000000000000000e+02,2.766180282128677739e-02
1.270000000000000000e+02,2.785370758759835377e-02
1.280000000000000000e+02,2.790902004998641397e-02
1.290000000000000000e+02,2.744588244562127730e-02
1.300000000000000000e+02,2.812873032094805742e-02
1.310000000000000000e+02,2.805650118653304700e-02
1.320000000000000000e+02,2.773760827469387916e-02
1.330000000000000000e+02,2.799039394789195473e-02
1.340000000000000000e+02,2.747664360429678126e-02
1.350000000000000000e+02,2.728257881471879420e-02
1.360000000000000000e+02,2.771013650915743476e-02
1.370000000000000000e+02,2.796295873378109448e-02
1.380000000000000000e+02,2.737216098940090103e-02
1.390000000000000000e+02,2.767431550420039812e-02
1.400000000000000000e+02,2.779635566617008613e-02
1.410000000000000000e+02,2.737259234905116065e-02
1.420000000000000000e+02,2.749867630294543230e-02
1.430000000000000000e+02,2.774009262105199200e-02
1.440000000000000000e+02,2.787276321165113591e-02
1.450000000000000000e+02,2.741702234440440353e-02
1.460000000000000000e+02,2.782089085251664151e-02
1.470000000000000000e+02,2.715481744921870513e-02
1.480000000000000000e+02,2.788976411021698229e-02
1.490000000000000000e+02,2.774573903029156630e-02
1.500000000000000000e+02,2.793437676285460622e-02
1.510000000000000000e+02,2.764049876537928718e-02
1.520000000000000000e+02,2.790140169291963762e-02
1.530000000000000000e+02,2.748156173387642995e-02
1.540000000000000000e+02,2.789789754604051278e-02
1.550000000000000000e+02,2.788108010345203419e-02
1.560000000000000000e+02,2.773533503748639578e-02
1.570000000000000000e+02,2.774677762281982027e-02
1.580000000000000000e+02,2.728094799647530488e-02
1.590000000000000000e+02,2.742956723440466427e-02
1.600000000000000000e+02,2.786664273780926210e-02
1.610000000000000000e+02,2.795952510707223893e-02
1.620000000000000000e+02,2.744744743927978944e-02
1.630000000000000000e+02,2.799520245903155610e-02
